,tweet_id,favorites,retweets
1526,788765914992902144,30412,11849
1527,788908386943430656,30329,14232
1528,789137962068021249,10759,3200
1529,789268448748703744,10103,2971
1530,789530877013393408,13036,3883
1531,789599242079838210,7540,2234
1532,789628658055020548,8354,2041
1533,789986466051088384,10276,2664
1534,790277117346975746,13920,3691
1535,790337589677002753,8668,2141
1536,790581949425475584,22914,8214
1537,790698755171364864,9085,2175
1538,790723298204217344,0,2664
1539,790946055508652032,18408,5412
1540,790987426131050500,10982,2450
1541,791026214425268224,0,4771
1542,791312159183634433,9751,2923
1543,791406955684368384,14553,4724
1544,791672322847637504,13012,3602
1545,792050063153438720,7960,2058
1546,792394556390137856,14982,4933
1547,792773781206999040,8132,1932
1548,792883833364439040,12535,4910
1549,792913359805018113,15903,4641
1550,793120401413079041,14056,4497
1551,793135492858580992,7143,2856
1552,793150605191548928,6830,1959
1553,793165685325201412,10393,3196
1554,793180763617361921,7666,2290
1555,793195938047070209,16913,6440
1556,793210959003287553,9908,3247
1557,793226087023144960,10908,3289
1558,793241302385262592,11670,3759
1559,793256262322548741,22143,9566
1560,793271401113350145,9590,2714
1561,793286476301799424,27301,10562
1562,793500921481273345,11840,2739
1563,793601777308463104,8838,1880
1564,793614319594401792,0,3602
1565,793845145112371200,10210,2158
1566,793962221541933056,18695,5619
1567,794205286408003585,10204,3825
1568,794332329137291264,10595,3043
1569,794355576146903043,0,11849
1570,794926597468000259,11396,2659
1571,794983741416415232,0,3883
1572,795076730285391872,17976,6214
1573,795400264262053889,11194,3280
1574,795464331001561088,55186,27344
1575,796031486298386433,11954,4242
1576,796080075804475393,9370,2653
1577,796116448414461957,10058,2773
1578,796149749086875649,35864,16406
1579,796177847564038144,0,16406
1580,796387464403357696,12206,4778
1581,796484825502875648,8405,2018
1582,796759840936919040,13155,3516
1583,796865951799083009,8486,2171
1584,797236660651966464,22136,7611
1585,797545162159308800,16072,5565
1586,797971864723324932,12898,3604
1587,798209839306514432,11449,2923
1588,798340744599797760,0,3866
1589,798628517273620480,0,2247
1590,798644042770751489,0,2122
1591,798665375516884993,0,4459
1592,798673117451325440,0,6402
1593,798694562394996736,0,5734
1594,798697898615730177,0,7493
1595,798925684722855936,8207,1646
1596,798933969379225600,14585,5142
1597,799063482566066176,8964,2824
1598,799297110730567681,10968,3186
1599,799422933579902976,8888,2186
1600,799757965289017345,9303,2473
1601,799774291445383169,0,5399
1602,800018252395122689,31465,15116
1603,800141422401830912,16938,2941
1604,800388270626521089,12335,3215
1605,800443802682937345,0,4974
1606,800459316964663297,10438,2453
1607,800513324630806528,14544,3445
1608,800751577355128832,11604,3178
1609,801115127852503040,8924,2392
1610,801167903437357056,27139,6862
1611,801285448605831168,6728,949
1612,801538201127157760,9062,2357
1613,801958328846974976,8526,1961
1614,802239329049477120,10019,2996
1615,802265048156610565,6973,1552
1616,802323869084381190,17959,6712
1617,802572683846291456,9876,2881
1618,802624713319034886,0,3353
1619,802952499103731712,9997,2301
1620,803276597545603072,11098,2830
1621,803380650405482500,8542,2136
1622,803638050916102144,12151,4758
1623,803692223237865472,0,8564
1624,803773340896923648,11103,3168
1625,804026241225523202,49323,18622
1626,804413760345620481,0,3675
1627,804738756058218496,15184,4416
1628,805207613751304193,8592,1936
1629,805487436403003392,9693,2896
1630,805520635690676224,6318,1892
1631,805826884734976000,7271,2099
1632,805932879469572096,9106,2177
1633,805958939288408065,0,6152
1634,806219024703037440,7086,1374
1635,806242860592926720,0,13398
1636,806542213899489280,11264,2726
1637,806629075125202948,83208,40191
1638,807010152071229440,14387,4362
1639,807059379405148160,0,8403
1640,807106840509214720,124060,62096
1641,807621403335917568,16090,4217
1642,808001312164028416,13878,4035
1643,808106460588765185,9613,2488
1644,808134635716833280,0,6862
1645,808501579447930884,12466,2964
1646,808733504066486276,8722,2472
1647,808838249661788160,11149,3480
1648,809084759137812480,14558,4003
1649,809220051211603969,22029,6449
1650,809448704142938112,7650,1676
1651,809808892968534016,0,5619
1652,809920764300447744,17083,4458
1653,810254108431155201,16224,3842
1654,810284430598270976,39225,13168
1655,810657578271330305,12092,3021
1656,810896069567610880,9996,2064
1657,810984652412424192,5881,1631
1658,811386762094317568,23058,7326
1659,811627233043480576,14121,3594
1660,811744202451197953,8337,1847
1661,811985624773361665,8028,1626
1662,812372279581671427,15098,4203
1663,812466873996607488,8815,2196
1664,812503143955202048,6715,1406
1665,812709060537683968,7309,1645
1666,812781120811126785,8337,2178
1667,813051746834595840,23086,8382
1668,813066809284972545,8773,2241
1669,813081950185472002,10888,3176
1670,813096984823349248,11586,4151
1671,813112105746448384,11400,3174
1672,813127251579564032,13112,3598
1673,813142292504645637,9265,2687
1674,813157409116065792,8511,2526
1675,813172488309972993,10288,2201
1676,813187593374461952,21876,5009
1677,813202720496779264,10100,2064
1678,813217897535406080,20591,8337
1679,813800681631023104,9207,2025
1680,813812741911748608,40024,16031
1681,813910438903693312,10231,2159
1682,813944609378369540,0,3691
1683,814153002265309185,31689,9949
1684,814530161257443328,9547,2123
1685,814638523311648768,12412,3093
1686,814986499976527872,8403,1486
1687,815390420867969024,11365,4336
1688,815639385530101762,9073,1887
1689,815736392542261248,10839,2590
1690,815966073409433600,24815,9754
1691,815990720817401858,5496,1194
1692,816014286006976512,0,6073
1693,816091915477250048,9819,2464
1694,816336735214911488,9481,2238
1695,816450570814898180,33645,9245
1696,816697700272001025,10805,2508
1697,816816676327063552,10972,2328
1698,816829038950027264,0,5412
1699,817056546584727552,9431,1892
1700,817120970343411712,13259,2979
1701,817171292965273600,9600,2295
1702,817181837579653120,0,9754
1703,817415592588222464,6192,1114
1704,817423860136083457,37800,17222
1705,817536400337801217,12978,3468
1706,817777686764523521,11789,3050
1707,817827839487737858,57036,30931
1708,818145370475810820,13544,2972
1709,818259473185828864,12092,2590
1710,818536468981415936,12022,2840
1711,818588835076603904,0,7034
1712,818614493328580609,10855,2950
1713,818627210458333184,24365,8476
1714,819004803107983360,94635,41766
1715,819006400881917954,49490,21550
1716,819015331746349057,0,21550
1717,819015337530290176,0,41766
1718,819227688460238848,25417,7640
1719,819347104292290561,7935,1370
1720,819588359383371776,10507,2248
1721,819711362133872643,14771,3570
1722,819924195358416896,14150,5538
1723,819952236453363712,5868,1349
1724,820078625395449857,21765,7165
1725,820314633777061888,3671,643
1726,820446719150292993,0,2941
1727,820690176645140481,13407,3676
1728,820749716845686786,34662,11366
1729,821044531881721856,13889,2605
1730,821107785811234820,10541,2452
1731,821149554670182400,9604,2293
1732,821407182352777218,12951,4985
1733,821522889702862852,8785,2010
1734,821765923262631936,9239,1883
1735,821813639212650496,0,3783
1736,821886076407029760,12459,2668
1737,822244816520155136,38474,11258
1738,822462944365645825,31462,16933
1739,822489057087389700,19909,7293
1740,822610361945911296,16162,3383
1741,822647212903690241,0,7293
1742,822859134160621569,14444,2593
1743,822872901745569793,131555,47579
1744,822975315408461824,18946,3911
1745,823269594223824897,0,11258
1746,823322678127919110,17260,4581
1747,823581115634085888,14252,3009
1748,823699002998870016,13717,2741
1749,823939628516474880,11641,3081
1750,824297048279236611,16450,4408
1751,824325613288833024,12868,11718
1752,824663926340194305,11010,1971
1753,824775126675836928,16350,4010
1754,824796380199809024,0,6214
1755,825026590719483904,6945,1463
1756,825147591692263424,20005,5186
1757,825535076884762624,55914,19428
1758,825829644528148480,13898,2824
1759,825876512159186944,11406,2124
1760,826115272272650244,17138,3560
1761,826204788643753985,5317,1065
1762,826240494070030336,14488,2938
1763,826476773533745153,20094,4770
1764,826598365270007810,11010,2676
1765,826848821049180160,39944,11702
1766,826958653328592898,23551,5690
1767,827199976799354881,11550,2544
1768,827324948884643840,17337,3459
1769,827600520311402496,8087,1070
1770,827653905312006145,16831,3393
1771,827933404142436356,21976,5918
1772,828011680017821696,11302,2422
1773,828046555563323392,12820,3225
1774,828372645993398273,13638,3308
1775,828376505180889089,8043,1202
1776,828381636999917570,13744,2513
1777,828408677031882754,8328,1459
1778,828409743546925057,6843,1293
1779,828650029636317184,10383,1524
1780,828708714936930305,39881,12718
1781,828770345708580865,27846,6667
1782,829011960981237760,57697,18399
1783,829141528400556032,26700,8406
1784,829374341691346946,37726,10563
1785,829449946868879360,11423,2303
1786,829501995190984704,34552,12039
1787,829861396166877184,13320,2218
1788,829878982036299777,0,5690
1789,830097400375152640,10695,3410
1790,830583320585068544,72750,19053
1791,830956169170665475,8656,1713
1792,831262627380748289,12947,2327
1793,831309418084069378,12709,2748
1794,831315979191906304,7038,1255
1795,831322785565769729,9961,1720
1796,831552930092285952,9791,2603
1797,831650051525054464,7807,2203
1798,831670449226514432,11367,2039
1799,831911600680497154,30058,7364
1800,831939777352105988,26098,6947
1801,832032802820481025,13747,4688
1802,832040443403784192,0,10972
1803,832215726631055365,0,10562
1804,832273440279240704,12262,2640
1805,832369877331693569,18618,3606
1806,832397543355072512,12990,2509
1807,832636094638288896,17223,3174
1808,832757312314028032,18262,4070
1809,832769181346996225,0,44
1810,832998151111966721,14423,2495
1811,833124694597443584,21922,5452
1812,833479644947025920,16096,2328
1813,833722901757046785,22401,3605
1814,833826103416520705,16591,3862
1815,833863086058651648,14515,2696
1816,834086379323871233,14162,2487
1817,834167344700198914,17040,4080
1818,834209720923721728,22352,5401
1819,834458053273591808,10410,1880
1820,834574053763584002,14853,2850
1821,834786237630337024,22761,6097
1822,834931633769889797,11719,1859
1823,835152434251116546,24321,3404
1824,835172783151792128,28271,6443
1825,835264098648616962,8416,1914
1826,835297930240217089,17716,3352
1827,835574547218894849,19255,4073
1828,836001077879255040,20703,4859
1829,836260088725786625,22959,4797
1830,836380477523124226,15891,3297
1831,836677758902222849,13636,2489
1832,836753516572119041,20803,5167
1833,836989968035819520,13751,2576
1834,837012587749474308,0,85
1835,837110210464448512,17311,2699
1836,837366284874571778,22844,5928
1837,837471256429613056,13836,2590
1838,837482249356513284,4157,491
1839,837820167694528512,36954,8810
1840,838083903487373313,19006,3528
1841,838476387338051585,24418,5412
1842,838561493054533637,11768,1487
1843,838916489579200512,0,37
1844,838921590096166913,12063,2326
1845,839239871831150596,29374,7330
1846,839290600511926273,0,158
1847,839549326359670784,29674,8692
1848,839990271299457024,14491,2563
1849,840268004936019968,20748,6405
1850,840370681858686976,17738,5088
1851,840632337062862849,9665,1948
1852,840696689258311684,13246,1103
1853,841077006473256960,24680,5913
1854,841314665196081154,17103,5245
1855,841439858740625411,13618,4105
1856,841680585030541313,27575,8629
1857,841833993020538882,0,17222
1858,842115215311396866,15066,3349
1859,842163532590374912,26340,6468
1860,842535590457499648,19434,3895
1861,842765311967449089,7248,1424
1862,842846295480000512,16302,3966
1863,843235543001513987,23089,6761
1864,843604394117681152,18132,3040
1865,843856843873095681,22962,5161
1866,844223788422217728,14614,2427
1867,844580511645339650,17667,3486
1868,844704788403113984,41586,11483
1869,844973813909606400,16204,3566
1870,844979544864018432,14594,2871
1871,845306882940190720,24996,5968
1872,845397057150107648,8169,2038
1873,845677943972139009,26893,5290
1874,845812042753855489,31383,9725
1875,846042936437604353,17118,3182
1876,846153765933735936,34022,10063
1877,846514051647705089,47901,12886
1878,846874817362120707,21463,4351
1879,847116187444137987,22896,3541
1880,847157206088847362,21366,6477
1881,847251039262605312,21801,4738
1882,847606175596138505,20014,3735
1883,847842811428974592,5874,1490
1884,847962785489326080,25052,5664
1885,847971574464610304,0,473
1886,848212111729840128,17434,3398
1887,848324959059550208,26397,5075
1888,848690551926992896,26841,4757
1889,849051919805034497,32322,7288
1890,849336543269576704,12140,2078
1891,849412302885593088,16890,3439
1892,849776966551130114,32394,8370
1893,850019790995546112,21744,5383
1894,850145622816686080,17357,4191
1895,850380195714523136,13848,2872
1896,850753642995093505,33007,10215
1897,851224888060895234,21916,6267
1898,851464819735769094,25708,7744
1899,851591660324737024,17146,3783
1900,851861385021730816,0,23
1901,851953902622658560,0,10563
1902,852189679701164033,12109,1726
1903,852226086759018497,21154,7474
1904,852311364735569921,35006,10810
1905,852553447878664193,17310,3831
1906,852672615818899456,15766,2347
1907,852912242202992640,9543,2008
1908,853299958564483072,16363,3883
1909,853639147608842240,36802,11099
1910,853760880890318849,30136,6300
1911,854010172552949760,17004,3401
1912,854120357044912130,33609,8181
1913,854365224396361728,19845,5088
1914,854482394044301312,30819,7483
1915,854732716440526848,23975,6597
1916,855459453768019968,31364,8877
1917,855851453814013952,47413,18981
1918,856282028240666624,28838,6760
1919,856526610513747968,12355,2034
1920,856543823941562368,16993,3093
1921,857029823797047296,19729,4304
1922,857263160327368704,20827,4861
1923,857393404942143489,6169,1756
1924,857746408056729600,35692,11356
1925,857989990357356544,16788,2768
1926,858107933456039936,16374,3114
1927,858471635011153920,22395,5190
1928,858843525470990336,16152,3713
1929,859074603037188101,35239,14546
1930,859196978902773760,93689,32315
1931,859607811541651456,19304,1683
1932,859851578198683649,15965,3733
1933,859924526012018688,19836,4292
1934,860184849394610176,17324,6228
1935,860276583193509888,18983,3695
1936,860524505164394496,24460,5609
1937,860563773140209665,7793,2295
1938,860924035999428608,0,873
1939,861005113778896900,17337,4055
1940,861288531465048066,17819,4430
1941,861383897657036800,37391,11370
1942,862096992088072192,77322,24777
1943,862457590147678208,21272,5289
1944,862722525377298433,17628,3748
1945,862831371563274240,19841,5380
1946,863062471531167744,8852,2631
1947,863079547188785154,9038,1180
1948,863432100342583297,24592,5585
1949,863553081350529029,15786,4424
1950,863907417377173506,21266,4380
1951,864197398364647424,31154,9465
1952,864279568663928832,15054,3227
1953,864873206498414592,33332,9239
1954,865006731092295680,28807,8092
1955,865359393868664832,27268,5279
1956,865718153858494464,26374,5913
1957,866334964761202691,54153,15295
1958,866450705531457537,105922,32461
1959,866686824827068416,19889,3675
1960,867051520902168576,33106,8304
1961,867072653475098625,0,133
1962,867421006826221569,16583,2648
1963,867774946302451713,34858,7682
1964,867900495410671616,24772,4377
1965,868552278524837888,10434,2198
1966,868622495443632128,28032,6192
1967,868880397819494401,66940,15134
1968,869227993411051520,20924,3964
1969,869596645499047938,16324,3272
1970,869702957897576449,28851,6611
1971,869772420881756160,43305,10489
1972,870063196459192321,37429,8696
1973,870308999962521604,22255,4318
1974,870374049280663552,84288,27297
1975,870656317836468226,12699,2767
1976,870804317367881728,33519,6296
1977,871032628920680449,23050,3950
1978,871515927908634625,20560,3581
1979,871762521631449091,20599,3613
1980,871879754684805121,38741,11685
1981,872122724285648897,35006,8409
1982,872261713294495745,34775,6561
1983,872486979161796608,41236,9284
1984,872620804844003328,21118,3845
1985,872820683541237760,14925,3826
1986,872967104147763200,27779,5594
1987,873213775632977920,7386,1638
1988,873580283840344065,24606,4071
1989,874012996292530176,35198,10810
1990,874057562936811520,22945,4083
1991,874296783580663808,26412,4246
1992,874680097055178752,28226,4785
1993,875021211251597312,25812,4844
1994,875144289856114688,22214,5070
1995,875747767867523072,25539,4434
1996,876120275196170240,28236,4830
1997,876484053909872640,18989,2479
1998,876838120628539392,20939,3468
1999,877201837425926144,27490,5774
2000,877316821321428993,27688,5337
2001,877556246731214848,23057,3939
2002,877611172832227328,0,82
2003,877736472329191424,81018,19745
2004,878057613040115712,42532,7068
2005,878281511006478336,7850,1332
2006,878776093423087618,19594,4243
2007,879008229531029506,19169,2772
2008,879050749262655488,22855,4852
2009,879376492567855104,16956,3202
2010,879415818425184262,107197,45352
2011,879492040517615616,23655,3270
2012,879862464715927552,22522,3593
2013,880095782870896641,27941,4463
2014,880221127280381952,27406,4363
2015,880465832366813184,28838,6439
2016,880872448815771648,21556,3923
2017,880935762899988482,17196,2850
2018,881268444196462592,23332,5291
2019,881536004380872706,50026,16408
2020,881666595344535552,51133,10959
2021,881906580714921986,24585,3487
2022,882045870035918850,29702,5123
2023,882268110199369728,45497,11894
2024,882627270321602560,28206,6244
2025,882762694511734784,28654,5045
2026,882992080364220416,24220,4052
2027,883117836046086144,37652,6845
2028,883360690899218434,22803,3778
2029,883482846933004288,46479,10247
2030,883838122936631299,22132,3534
2031,884162670584377345,20607,3073
2032,884441805382717440,27290,5799
2033,884562892145688576,24579,5045
2034,884876753390489601,28276,5997
2035,884925521741709313,78496,18988
2036,885167619883638784,22181,4485
2037,885311592912609280,0,19053
2038,885528943205470208,36406,6588
2039,885984800019947520,33088,6984
2040,886258384151887873,28284,6446
2041,886366144734445568,21371,3261
2042,886680336477933568,22674,4572
2043,886736880519319552,12206,3385
2044,886983233522544640,35576,7968
2045,887101392804085760,30890,6106
2046,887343217045368832,34052,10628
2047,887473957103951883,69939,18718
2048,887517139158093824,46715,11949
2049,887705289381826560,30533,5540
2050,888078434458587136,22025,3608
2051,888554962724278272,20158,3685
2052,888804989199671297,25881,4484
2053,888917238123831296,29396,4638
2054,889278841981685760,25589,5579
2055,889531135344209921,15265,2286
2056,889638837579907072,27468,4660
2057,889665388333682689,48180,10261
2058,889880896479866881,28063,5078
2059,890006608113172480,30967,7513
2060,890240255349198849,32301,7605
2061,890609185150312448,28062,4363
2062,890729181411237888,66311,19380
2063,890971913173991426,11988,2124
2064,891087950875897856,20444,3206
2065,891327558926688256,40779,9634
2066,891689557279858688,42611,8850
2067,891815181378084864,25318,4265
2068,892177421306343426,33609,6422
2069,892420643555336193,39246,8760
